,id,duration,start_date,start_station,end_date,end_station,bike_number,sub_type,zip_code,birth_date,gender
2592,2740,547,2011-07-31 22:44:00,43,2011-07-31 22:53:00,40,B00227,Casual,,,
2593,2741,1562,2011-07-31 22:46:00,36,2011-07-31 23:12:00,47,B00099,Casual,,,
2594,2742,591,2011-07-31 22:45:00,24,2011-07-31 22:55:00,49,B00057,Casual,,,
2595,2743,1585,2011-07-31 22:45:00,36,2011-07-31 23:12:00,47,B00565,Casual,,,
2596,2744,347,2011-07-31 22:47:00,43,2011-07-31 22:53:00,40,B00013,Casual,,,
2597,2745,2732,2011-07-31 22:50:00,23,2011-07-31 23:36:00,9,B00514,Casual,,,
2598,2746,2728,2011-07-31 22:50:00,23,2011-07-31 23:36:00,9,B00542,Casual,,,
2599,2747,6114,2011-07-31 22:54:00,20,2011-08-01 00:36:00,47,B00159,Casual,,,
2600,2748,822,2011-07-31 22:52:00,38,2011-07-31 23:05:00,49,B00037,Casual,,,
2601,2749,1082,2011-07-31 22:54:00,52,2011-07-31 23:12:00,31,B00495,Casual,,,
2602,2750,1059,2011-07-31 22:56:00,42,2011-07-31 23:14:00,9,B00480,Casual,,,
2603,2751,621,2011-07-31 22:58:00,13,2011-07-31 23:08:00,36,B00407,Registered,'02116,1983.0,Male
2604,2752,1163,2011-07-31 23:02:00,10,2011-07-31 23:21:00,9,B00490,Casual,,,
2605,2753,1014,2011-07-31 23:04:00,10,2011-07-31 23:21:00,9,B00397,Casual,,,
2606,2754,934,2011-07-31 23:06:00,10,2011-07-31 23:21:00,9,B00329,Casual,,,
2607,2755,826,2011-07-31 23:07:00,10,2011-07-31 23:21:00,9,B00539,Casual,,,
2608,2756,1131,2011-07-31 23:14:00,40,2011-07-31 23:33:00,53,B00013,Casual,,,
2609,2757,3945,2011-07-31 23:26:00,40,2011-08-01 00:32:00,47,B00537,Casual,,,
2610,2758,361,2011-07-31 23:30:00,45,2011-07-31 23:36:00,45,B00058,Casual,,,
2611,2759,77,2011-07-31 23:33:00,25,2011-07-31 23:34:00,25,B00209,Registered,'02118,1982.0,Male
2612,2760,1039,2011-07-31 23:36:00,53,2011-07-31 23:53:00,8,B00013,Casual,,,
2613,2761,3849,2011-07-31 23:38:00,5,2011-08-01 00:42:00,46,B00040,Casual,,,
2614,2762,3813,2011-07-31 23:39:00,5,2011-08-01 00:42:00,46,B00266,Casual,,,
2615,2763,124,2011-07-31 23:43:00,11,2011-07-31 23:45:00,14,B00576,Casual,,,
2616,2764,8523,2011-07-31 23:45:00,42,2011-08-01 02:07:00,42,B00421,Casual,,,
2617,2767,389,2011-07-31 23:58:00,21,2011-08-01 00:05:00,39,B00210,Casual,,,
2618,2768,1683,2011-08-01 00:17:00,34,2011-08-01 00:45:00,33,B00381,Casual,,,
2619,2769,1715,2011-08-01 00:16:00,34,2011-08-01 00:45:00,33,B00385,Casual,,,
2620,2770,2738,2011-08-01 00:17:00,6,2011-08-01 01:02:00,6,,Casual,,,
2621,2771,5104,2011-08-01 00:18:00,36,2011-08-01 01:43:00,36,B00556,Casual,,,
2622,2772,2745,2011-08-01 00:17:00,6,2011-08-01 01:02:00,6,B00111,Casual,,,
2623,2773,5075,2011-08-01 00:18:00,36,2011-08-01 01:43:00,36,B00407,Casual,,,
2624,2774,761,2011-08-01 00:18:00,41,2011-08-01 00:30:00,53,B00021,Casual,,,
2625,2775,1236,2011-08-01 00:34:00,53,2011-08-01 00:55:00,40,B00200,Casual,,,
2626,2776,274,2011-08-01 01:11:00,22,2011-08-01 01:16:00,22,B00071,Casual,,,
2627,2777,536,2011-08-01 01:18:00,41,2011-08-01 01:26:00,10,B00304,Casual,,,
2628,2778,544,2011-08-01 01:18:00,41,2011-08-01 01:27:00,10,B00265,Casual,,,
2629,2779,512,2011-08-01 01:19:00,41,2011-08-01 01:27:00,10,B00458,Casual,,,
2630,2780,429,2011-08-01 01:19:00,41,2011-08-01 01:26:00,10,B00233,Casual,,,
2631,2781,1018,2011-08-01 01:27:00,41,2011-08-01 01:43:00,10,B00302,Casual,,,
2632,2782,944,2011-08-01 01:27:00,41,2011-08-01 01:43:00,10,B00090,Casual,,,
2633,2783,929,2011-08-01 01:28:00,41,2011-08-01 01:43:00,10,B00190,Casual,,,
2634,2784,459,2011-08-01 01:28:00,24,2011-08-01 01:36:00,23,B00281,Casual,,,
2635,2785,840,2011-08-01 01:28:00,41,2011-08-01 01:42:00,10,B00140,Casual,,,
2636,2786,2202,2011-08-01 01:41:00,44,2011-08-01 02:17:00,8,B00205,Casual,,,
2637,2787,807,2011-08-01 01:38:00,21,2011-08-01 01:52:00,27,B00279,Casual,,,
2638,2788,776,2011-08-01 01:39:00,21,2011-08-01 01:52:00,27,B00411,Casual,,,
2639,2789,1616,2011-08-01 01:47:00,44,2011-08-01 02:14:00,44,B00232,Casual,,,
2640,2790,1688,2011-08-01 01:46:00,44,2011-08-01 02:14:00,44,B00350,Casual,,,
2641,2791,288,2011-08-01 02:38:00,36,2011-08-01 02:43:00,42,B00556,Registered,'02205,1973.0,Male
2642,2793,822,2011-08-01 05:30:00,41,2011-08-01 05:44:00,50,B00392,Casual,,,
2643,2794,720,2011-08-01 06:04:00,16,2011-08-01 06:16:00,48,B00147,Registered,'02116,1983.0,Male
2644,2796,245,2011-08-01 06:18:00,49,2011-08-01 06:22:00,50,B00057,Registered,'02116,1982.0,Female
2645,2797,472,2011-08-01 06:33:00,43,2011-08-01 06:41:00,42,B00246,Registered,'02043,1974.0,Male
2646,2798,377,2011-08-01 06:37:00,47,2011-08-01 06:43:00,35,B00099,Registered,'02113,1982.0,Female
2647,2799,419,2011-08-01 06:40:00,40,2011-08-01 06:47:00,22,B00041,Registered,'02109,1987.0,Male
2648,2800,3002,2011-08-01 06:47:00,17,2011-08-01 07:37:00,17,B00097,Casual,,,
2649,2801,2969,2011-08-01 06:48:00,17,2011-08-01 07:37:00,17,B00150,Casual,,,
2650,2802,450,2011-08-01 06:51:00,38,2011-08-01 06:58:00,48,B00347,Casual,,,
2651,2803,1902,2011-08-01 06:55:00,48,2011-08-01 07:27:00,48,B00147,Casual,,,
2652,2804,1105,2011-08-01 07:00:00,42,2011-08-01 07:19:00,14,B00096,Registered,'02114,1978.0,Male
2653,2805,674,2011-08-01 07:07:00,38,2011-08-01 07:18:00,49,B00115,Registered,'01982,1970.0,Male
2654,2806,778,2011-08-01 07:08:00,42,2011-08-01 07:21:00,47,B00321,Casual,,,
2655,2807,536,2011-08-01 07:19:00,38,2011-08-01 07:28:00,35,B00405,Casual,,,
2656,2808,647,2011-08-01 07:23:00,22,2011-08-01 07:34:00,36,B00041,Registered,'02359,1980.0,Male
2657,2809,1192,2011-08-01 07:29:00,11,2011-08-01 07:49:00,33,B00424,Registered,'11797,1981.0,Female
2658,2810,901,2011-08-01 07:34:00,46,2011-08-01 07:49:00,41,B00040,Registered,'02118,1989.0,Male
2659,2811,705,2011-08-01 07:38:00,17,2011-08-01 07:50:00,37,B00221,Casual,,,
2660,2812,592,2011-08-01 07:41:00,38,2011-08-01 07:51:00,35,B00137,Registered,'01773,1950.0,Male
2661,2813,455,2011-08-01 07:43:00,22,2011-08-01 07:51:00,23,B00168,Registered,'02136,1952.0,Male
2662,2814,1030,2011-08-01 07:44:00,21,2011-08-01 08:01:00,23,B00109,Registered,'02115,1958.0,Male
2663,2815,994,2011-08-01 07:45:00,53,2011-08-01 08:01:00,48,B00021,Registered,'02115,1975.0,Male
2664,2816,668,2011-08-01 07:47:00,38,2011-08-01 07:58:00,22,B00367,Registered,'01907,1960.0,Male
2665,2817,1378,2011-08-01 07:48:00,38,2011-08-01 08:11:00,48,B00388,Casual,,,
2666,2818,502,2011-08-01 07:48:00,38,2011-08-01 07:57:00,43,B00181,Registered,'01890,1978.0,Male
2667,2819,1128,2011-08-01 07:52:00,21,2011-08-01 08:11:00,6,B00474,Registered,'02118,1987.0,Male
2668,2820,352,2011-08-01 07:55:00,38,2011-08-01 08:01:00,31,B00580,Registered,'01719,1971.0,Male
2669,2821,1753,2011-08-01 07:56:00,40,2011-08-01 08:25:00,33,B00110,Registered,'02109,1976.0,Female
2670,2822,214,2011-08-01 07:57:00,44,2011-08-01 08:01:00,35,B00046,Registered,'02109,1986.0,Male
2671,2823,881,2011-08-01 07:59:00,38,2011-08-01 08:14:00,36,B00442,Registered,'01966,1969.0,Male
2672,2824,1456,2011-08-01 08:02:00,38,2011-08-01 08:26:00,22,B00036,Casual,,,
2673,2825,606,2011-08-01 08:02:00,21,2011-08-01 08:12:00,14,B00320,Registered,'60084,1972.0,Male
2674,2826,1379,2011-08-01 08:10:00,38,2011-08-01 08:33:00,21,B00196,Casual,,,
2675,2827,741,2011-08-01 08:09:00,38,2011-08-01 08:21:00,22,B00095,Registered,'01890,1950.0,Male
2676,2828,294,2011-08-01 08:14:00,40,2011-08-01 08:18:00,48,B00092,Casual,,,
2677,2829,569,2011-08-01 08:13:00,22,2011-08-01 08:22:00,23,B00053,Registered,'02124,1958.0,Female
2678,2831,844,2011-08-01 08:15:00,6,2011-08-01 08:30:00,36,B00401,Registered,'01915,1972.0,Male
2679,2832,938,2011-08-01 08:17:00,36,2011-08-01 08:33:00,48,B00442,Registered,'02116,1970.0,Female
2680,2833,314,2011-08-01 08:17:00,53,2011-08-01 08:23:00,21,B00301,Registered,'02115,1965.0,Female
2681,2834,444,2011-08-01 08:18:00,41,2011-08-01 08:25:00,10,B00215,Registered,'02134,1991.0,Female
2682,2835,746,2011-08-01 08:20:00,6,2011-08-01 08:32:00,36,B00189,Casual,,,
2683,2836,295,2011-08-01 08:19:00,12,2011-08-01 08:24:00,3,B00016,Registered,'02038,1974.0,Male
2684,2837,741,2011-08-01 08:21:00,39,2011-08-01 08:33:00,42,B00440,Casual,,,
2685,2838,708,2011-08-01 08:21:00,39,2011-08-01 08:33:00,42,B00076,Casual,,,
2686,2839,744,2011-08-01 08:25:00,42,2011-08-01 08:37:00,46,B00464,Casual,,,
2687,2840,1144,2011-08-01 08:26:00,39,2011-08-01 08:45:00,48,B00210,Casual,,,
2688,2841,1214,2011-08-01 08:28:00,30,2011-08-01 08:48:00,21,B00024,Registered,'02131,1969.0,Female
2689,2842,2330,2011-08-01 08:31:00,42,2011-08-01 09:10:00,42,B00047,Casual,,,
2690,2843,815,2011-08-01 08:29:00,31,2011-08-01 08:42:00,42,B00419,Registered,'02110,1988.0,Female
2691,2844,763,2011-08-01 08:29:00,33,2011-08-01 08:42:00,14,B00110,Registered,'02109,1976.0,Female
2692,2845,2352,2011-08-01 08:31:00,42,2011-08-01 09:10:00,42,B00395,Casual,,,
2693,2846,534,2011-08-01 08:29:00,43,2011-08-01 08:38:00,44,B00181,Registered,'02152,1982.0,Male
2694,2847,1102,2011-08-01 08:32:00,39,2011-08-01 08:51:00,6,B00404,Registered,'02118,1975.0,Female
2695,2848,2214,2011-08-01 08:34:00,42,2011-08-01 09:11:00,42,B00556,Casual,,,
2696,2849,564,2011-08-01 08:34:00,22,2011-08-01 08:43:00,42,B00133,Registered,'01720,1966.0,Male
2697,2850,1422,2011-08-01 08:36:00,47,2011-08-01 09:00:00,46,B00321,Casual,,,
2698,2851,1650,2011-08-01 08:36:00,41,2011-08-01 09:04:00,22,B00284,Registered,'02115,1988.0,Male
2699,2852,2035,2011-08-01 08:39:00,23,2011-08-01 09:13:00,23,B00168,Registered,'02151,1987.0,Female
2700,2853,665,2011-08-01 08:42:00,53,2011-08-01 08:53:00,49,B00316,Casual,,,
2701,2854,340,2011-08-01 08:44:00,53,2011-08-01 08:49:00,34,B00465,Registered,'02138,1981.0,Male
2702,2855,1951,2011-08-01 08:45:00,36,2011-08-01 09:18:00,33,B00189,Casual,,,
2703,2856,418,2011-08-01 08:45:00,24,2011-08-01 08:52:00,44,B00043,Registered,'02118,1976.0,Male
2704,2857,139,2011-08-01 08:46:00,14,2011-08-01 08:48:00,11,B00576,Casual,,,
2705,2858,564,2011-08-01 08:45:00,40,2011-08-01 08:55:00,35,B00066,Registered,'02109,1959.0,Male
2706,2859,641,2011-08-01 08:47:00,50,2011-08-01 08:58:00,24,B00386,Registered,'02116,1987.0,Male
2707,2860,830,2011-08-01 08:48:00,25,2011-08-01 09:02:00,22,B00014,Registered,'02118,1982.0,Male
2708,2861,5194,2011-08-01 08:50:00,35,2011-08-01 10:17:00,22,B00145,Casual,,,
2709,2862,577,2011-08-01 08:53:00,36,2011-08-01 09:03:00,22,B00407,Registered,'02116,1981.0,Female
2710,2863,896,2011-08-01 08:54:00,25,2011-08-01 09:09:00,48,B00557,Registered,'02118,1980.0,Male
2711,2864,367,2011-08-01 08:54:00,53,2011-08-01 09:00:00,5,B00399,Registered,'02215,1962.0,Male
2712,2865,713,2011-08-01 08:58:00,22,2011-08-01 09:10:00,40,B00369,Casual,,,
2713,2866,404,2011-08-01 09:03:00,45,2011-08-01 09:09:00,5,B00087,Casual,,,
2714,2867,207,2011-08-01 09:01:00,44,2011-08-01 09:05:00,6,B00350,Casual,,,
2715,2868,801,2011-08-01 09:01:00,22,2011-08-01 09:14:00,24,B00036,Casual,,,
2716,2869,854,2011-08-01 09:09:00,6,2011-08-01 09:23:00,49,B00350,Registered,'01867,1970.0,Female
2717,2870,476,2011-08-01 09:11:00,22,2011-08-01 09:19:00,50,B00014,Casual,,,
2718,2871,698,2011-08-01 09:19:00,8,2011-08-01 09:30:00,18,B00051,Casual,,,
2719,2872,698,2011-08-01 09:19:00,8,2011-08-01 09:30:00,18,B00062,Casual,,,
2720,2873,737,2011-08-01 09:18:00,8,2011-08-01 09:30:00,18,B00278,Casual,,,
2721,2874,262,2011-08-01 09:19:00,25,2011-08-01 09:23:00,13,B00067,Registered,'01604,1977.0,Male
2722,2875,1009,2011-08-01 09:24:00,39,2011-08-01 09:41:00,43,B00038,Registered,'02118,1977.0,Male
2723,2876,139,2011-08-01 09:26:00,22,2011-08-01 09:28:00,22,B00407,Registered,'03301,1970.0,Female
2724,2877,885,2011-08-01 09:27:00,39,2011-08-01 09:42:00,14,B00002,Registered,'02118,1981.0,Male
2725,2878,381,2011-08-01 09:30:00,22,2011-08-01 09:37:00,31,B00071,Casual,,,
2726,2879,1689,2011-08-01 09:43:00,10,2011-08-01 10:11:00,22,B00484,Casual,,,
2727,2880,1324,2011-08-01 09:43:00,35,2011-08-01 10:05:00,22,B00066,Registered,'02021,1951.0,Male
2728,2881,758,2011-08-01 09:44:00,42,2011-08-01 09:56:00,46,B00556,Casual,,,
2729,2882,931,2011-08-01 09:43:00,25,2011-08-01 09:59:00,35,B00408,Registered,'02118,1974.0,Female
2730,2883,418,2011-08-01 09:49:00,22,2011-08-01 09:56:00,23,B00412,Casual,,,
2731,2884,206,2011-08-01 09:51:00,34,2011-08-01 09:54:00,32,B00098,Casual,,,
2732,2885,1570,2011-08-01 09:58:00,9,2011-08-01 10:24:00,46,B00514,Casual,,,
2733,2886,444,2011-08-01 10:00:00,22,2011-08-01 10:08:00,40,B00407,Registered,'01760,1968.0,Male
2734,2887,551,2011-08-01 10:02:00,47,2011-08-01 10:11:00,22,B00565,Registered,'02113,1974.0,Male
2735,2888,114,2011-08-01 10:05:00,12,2011-08-01 10:07:00,12,B00001,Registered,'02131,1953.0,Male
2736,2889,1611,2011-08-01 10:12:00,32,2011-08-01 10:39:00,36,B00425,Casual,,,
2737,2890,780,2011-08-01 10:18:00,39,2011-08-01 10:31:00,22,B00493,Casual,,,
2738,2891,708,2011-08-01 10:20:00,42,2011-08-01 10:32:00,53,B00089,Registered,'02108,1983.0,Male
2739,2892,573,2011-08-01 10:21:00,31,2011-08-01 10:31:00,49,B00580,Registered,'02474,1966.0,Male
2740,2893,1516,2011-08-01 10:28:00,42,2011-08-01 10:53:00,53,B00133,Casual,,,
2741,2894,5832,2011-08-01 10:28:00,42,2011-08-01 12:05:00,36,B00440,Casual,,,
2742,2895,2349,2011-08-01 10:34:00,20,2011-08-01 11:13:00,22,B00416,Casual,,,
2743,2896,884,2011-08-01 10:34:00,52,2011-08-01 10:49:00,30,B00415,Casual,,,
2744,2897,1538,2011-08-01 10:34:00,20,2011-08-01 10:59:00,22,B00148,Casual,,,
2745,2898,3099,2011-08-01 10:33:00,43,2011-08-01 11:25:00,20,B00038,Casual,,,
2746,2899,9337,2011-08-01 10:34:00,39,2011-08-01 13:10:00,39,B00342,Registered,'02118,1975.0,Female
2747,2900,287,2011-08-01 10:36:00,22,2011-08-01 10:40:00,24,B00493,Casual,,,
2748,2901,644,2011-08-01 10:41:00,22,2011-08-01 10:52:00,39,B00152,Casual,,,
2749,2902,3775,2011-08-01 10:46:00,44,2011-08-01 11:49:00,18,B00181,Casual,,,
2750,2903,2390,2011-08-01 10:43:00,46,2011-08-01 11:23:00,46,B00514,Casual,,,
2751,2904,1346,2011-08-01 10:43:00,20,2011-08-01 11:05:00,20,B00018,Casual,,,
2752,2905,3871,2011-08-01 10:46:00,44,2011-08-01 11:51:00,18,B00043,Casual,,,
2753,2906,2405,2011-08-01 10:45:00,20,2011-08-01 11:25:00,20,B00240,Casual,,,
2754,2907,1155,2011-08-01 10:46:00,20,2011-08-01 11:06:00,20,B00094,Casual,,,
2755,2908,452,2011-08-01 10:49:00,45,2011-08-01 10:57:00,46,B00065,Casual,,,
2756,2909,43,2011-08-01 10:51:00,13,2011-08-01 10:51:00,13,B00128,Registered,'02461,1983.0,Male
2757,2910,6168,2011-08-01 10:55:00,45,2011-08-01 12:38:00,45,B00455,Casual,,,
2758,2911,820,2011-08-01 10:56:00,21,2011-08-01 11:10:00,30,B00196,Casual,,,
2759,2912,1250,2011-08-01 10:58:00,15,2011-08-01 11:19:00,15,B00536,Casual,,,
2760,2913,839,2011-08-01 11:02:00,14,2011-08-01 11:16:00,16,B00110,Casual,,,
2761,2914,483,2011-08-01 11:03:00,12,2011-08-01 11:11:00,16,B00293,Casual,,,
2762,2915,2986,2011-08-01 11:08:00,18,2011-08-01 11:58:00,6,B00051,Casual,,,
2763,2916,2988,2011-08-01 11:08:00,18,2011-08-01 11:57:00,6,B00045,Casual,,,
2764,2917,1867,2011-08-01 11:10:00,42,2011-08-01 11:41:00,34,B00439,Casual,,,
2765,2918,1389,2011-08-01 11:10:00,42,2011-08-01 11:33:00,33,B00395,Casual,,,
2766,2919,2932,2011-08-01 11:09:00,18,2011-08-01 11:57:00,6,B00127,Casual,,,
2767,2920,691,2011-08-01 11:10:00,22,2011-08-01 11:22:00,24,B00167,Casual,,,
2768,2921,387,2011-08-01 11:15:00,22,2011-08-01 11:22:00,24,B00328,Casual,,,
2769,2922,1336,2011-08-01 11:16:00,48,2011-08-01 11:38:00,34,B00388,Casual,,,
2770,2923,1806,2011-08-01 11:18:00,5,2011-08-01 11:48:00,12,B00087,Casual,,,
2771,2925,1505,2011-08-01 11:19:00,11,2011-08-01 11:44:00,38,,Registered,'02130,1975.0,Male
2772,2926,697,2011-08-01 11:19:00,49,2011-08-01 11:31:00,39,B00115,Registered,'02116,1982.0,Female
2773,2927,1202,2011-08-01 11:21:00,15,2011-08-01 11:41:00,53,B00323,Casual,,,
2774,2929,53,2011-08-01 11:28:00,25,2011-08-01 11:29:00,25,B00209,Registered,'02124,1977.0,Male
2775,2930,263,2011-08-01 11:32:00,14,2011-08-01 11:36:00,32,B00007,Registered,'02446,1986.0,Male
2776,2931,486,2011-08-01 11:33:00,10,2011-08-01 11:41:00,8,B00265,Registered,'02135,1976.0,Male
2777,2932,1316,2011-08-01 11:34:00,49,2011-08-01 11:55:00,31,B00580,Registered,'02474,1966.0,Male
2778,2933,280,2011-08-01 11:36:00,53,2011-08-01 11:40:00,33,B00144,Casual,,,
2779,2934,2746,2011-08-01 11:36:00,17,2011-08-01 12:21:00,17,B00097,Casual,,,
2780,2935,514,2011-08-01 11:36:00,41,2011-08-01 11:45:00,10,B00275,Casual,,,
2781,2936,1729,2011-08-01 11:44:00,34,2011-08-01 12:12:00,50,B00388,Casual,,,
2782,2937,3613,2011-08-01 11:42:00,48,2011-08-01 12:42:00,48,B00147,Registered,'02148,1957.0,Female
2783,2938,520,2011-08-01 11:42:00,48,2011-08-01 11:51:00,31,B00550,Registered,'02465,1965.0,Male
2784,2939,410,2011-08-01 11:43:00,32,2011-08-01 11:50:00,14,B00083,Registered,'02446,1986.0,Male
2785,2940,1726,2011-08-01 11:44:00,34,2011-08-01 12:13:00,50,B00439,Casual,,,
2786,2941,798,2011-08-01 11:43:00,25,2011-08-01 11:57:00,35,B00393,Registered,'02118,1982.0,Male
2787,2942,713,2011-08-01 11:46:00,35,2011-08-01 11:58:00,38,B00137,Casual,,,
2788,2943,1388,2011-08-01 11:48:00,24,2011-08-01 12:11:00,39,B00167,Casual,,,
2789,2944,1367,2011-08-01 11:48:00,24,2011-08-01 12:11:00,39,B00328,Casual,,,
2790,2945,1300,2011-08-01 11:48:00,22,2011-08-01 12:09:00,38,B00484,Registered,'02114,1962.0,Male
2791,2946,6034,2011-08-01 11:49:00,53,2011-08-01 13:29:00,42,B00235,Registered,'02129,1981.0,Female
2792,2947,1207,2011-08-01 11:55:00,42,2011-08-01 12:15:00,6,B00076,Casual,,,
2793,2948,1198,2011-08-01 11:55:00,42,2011-08-01 12:15:00,6,B00421,Casual,,,
2794,2949,8597,2011-08-01 11:57:00,22,2011-08-01 14:21:00,49,B00367,Casual,,,
2795,2950,2979,2011-08-01 11:56:00,21,2011-08-01 12:46:00,38,B00024,Casual,,,
2796,2951,2987,2011-08-01 11:57:00,21,2011-08-01 12:46:00,38,B00301,Casual,,,
2797,2952,784,2011-08-01 11:56:00,30,2011-08-01 12:09:00,21,B00415,Casual,,,
2798,2953,1258,2011-08-01 11:58:00,32,2011-08-01 12:19:00,39,B00122,Casual,,,
2799,2954,277,2011-08-01 11:57:00,31,2011-08-01 12:02:00,48,B00495,Registered,'02465,1965.0,Male
2800,2955,8262,2011-08-01 12:03:00,22,2011-08-01 14:20:00,49,B00145,Casual,,,
2801,2956,8494,2011-08-01 12:03:00,43,2011-08-01 14:25:00,43,B00210,Casual,,,
2802,2957,8551,2011-08-01 12:03:00,43,2011-08-01 14:26:00,43,B00557,Casual,,,
2803,2958,6347,2011-08-01 12:03:00,40,2011-08-01 13:49:00,40,B00200,Casual,,,
2804,2959,6265,2011-08-01 12:06:00,40,2011-08-01 13:50:00,40,B00227,Casual,,,
2805,2960,7786,2011-08-01 12:07:00,36,2011-08-01 14:17:00,36,B00440,Casual,,,
2806,2961,1170,2011-08-01 12:06:00,45,2011-08-01 12:25:00,22,B00487,Casual,,,
2807,2962,7722,2011-08-01 12:08:00,36,2011-08-01 14:17:00,36,B00173,Casual,,,
2808,2963,558,2011-08-01 12:20:00,36,2011-08-01 12:30:00,49,B00401,Casual,,,
2809,2964,464,2011-08-01 12:20:00,39,2011-08-01 12:28:00,12,B00167,Casual,,,
2810,2965,814,2011-08-01 12:20:00,48,2011-08-01 12:34:00,48,B00021,Registered,'01921,1956.0,Male
2811,2966,1454,2011-08-01 12:22:00,6,2011-08-01 12:46:00,31,B00421,Casual,,,
2812,2967,1438,2011-08-01 12:23:00,6,2011-08-01 12:46:00,31,B00286,Casual,,,
2813,2968,2188,2011-08-01 12:22:00,21,2011-08-01 12:59:00,21,B00415,Casual,,,
2814,2969,335,2011-08-01 12:22:00,39,2011-08-01 12:28:00,12,B00328,Casual,,,
2815,2970,286,2011-08-01 12:22:00,6,2011-08-01 12:27:00,48,B00429,Registered,'02035,1963.0,Female
2816,2971,3165,2011-08-01 12:27:00,39,2011-08-01 13:20:00,39,B00152,Casual,,,
2817,2972,588,2011-08-01 12:26:00,41,2011-08-01 12:36:00,9,B00431,Registered,'02135,1988.0,Male
2818,2973,779,2011-08-01 12:37:00,21,2011-08-01 12:50:00,30,B00309,Casual,,,
2819,2974,762,2011-08-01 12:39:00,9,2011-08-01 12:52:00,10,B00299,Casual,,,
2820,2975,1085,2011-08-01 12:37:00,22,2011-08-01 12:56:00,22,B00148,Registered,'02462,1950.0,Male
2821,2976,5246,2011-08-01 12:43:00,37,2011-08-01 14:11:00,53,B00337,Casual,,,
2822,2977,927,2011-08-01 12:44:00,36,2011-08-01 12:59:00,49,B00425,Registered,'02492,1977.0,Male
2823,2978,1180,2011-08-01 12:43:00,10,2011-08-01 13:03:00,35,B00275,Registered,'02215,1966.0,Male
2824,2979,5097,2011-08-01 12:46:00,37,2011-08-01 14:11:00,53,B00475,Casual,,,
2825,2980,817,2011-08-01 12:48:00,10,2011-08-01 13:02:00,10,B00090,Casual,,,
2826,2981,285,2011-08-01 12:47:00,16,2011-08-01 12:52:00,39,B00293,Registered,'02116,1957.0,Male
2827,2982,868,2011-08-01 12:47:00,39,2011-08-01 13:02:00,25,B00115,Registered,'02118,1987.0,Male
2828,2983,1340,2011-08-01 12:49:00,9,2011-08-01 13:11:00,39,B00431,Registered,'02446,1982.0,Male
2829,2986,1239,2011-08-01 13:03:00,31,2011-08-01 13:24:00,44,B00421,Casual,,,
2830,2987,1220,2011-08-01 13:04:00,31,2011-08-01 13:24:00,44,B00580,Casual,,,
2831,2990,1498,2011-08-01 13:05:00,46,2011-08-01 13:30:00,8,B00266,Casual,,,
2832,2991,618,2011-08-01 13:06:00,49,2011-08-01 13:16:00,23,B00425,Registered,'01880,1968.0,Male
2833,2992,496,2011-08-01 13:06:00,49,2011-08-01 13:14:00,16,B00401,Registered,'02492,1977.0,Male
2834,2993,347,2011-08-01 13:07:00,10,2011-08-01 13:12:00,41,B00215,Registered,'02134,1991.0,Female
2835,2994,325,2011-08-01 13:07:00,10,2011-08-01 13:12:00,32,B00299,Registered,'02127,1968.0,Male
2836,2995,506,2011-08-01 13:08:00,49,2011-08-01 13:17:00,36,B00350,Casual,,,
2837,2996,3721,2011-08-01 13:12:00,36,2011-08-01 14:14:00,15,B00041,Casual,,,
2838,2997,555,2011-08-01 13:12:00,49,2011-08-01 13:21:00,22,B00316,Casual,,,
2839,2998,539,2011-08-01 13:12:00,49,2011-08-01 13:21:00,22,B00274,Casual,,,
2840,2999,3604,2011-08-01 13:14:00,36,2011-08-01 14:14:00,15,B00467,Casual,,,
2841,3000,1262,2011-08-01 13:13:00,25,2011-08-01 13:34:00,43,B00209,Registered,'02118,1947.0,Male
2842,3001,1260,2011-08-01 13:13:00,25,2011-08-01 13:34:00,43,B00115,Registered,'02118,1959.0,Female
2843,3002,1886,2011-08-01 13:17:00,42,2011-08-01 13:48:00,42,B00246,Casual,,,
2844,3003,804,2011-08-01 13:17:00,22,2011-08-01 13:30:00,50,B00427,Casual,,,
2845,3004,287,2011-08-01 13:26:00,24,2011-08-01 13:31:00,43,B00050,Registered,'01890,1978.0,Male
2846,3005,458,2011-08-01 13:30:00,23,2011-08-01 13:38:00,49,B00412,Registered,'01880,1968.0,Male
2847,3006,291,2011-08-01 13:32:00,39,2011-08-01 13:36:00,39,B00152,Casual,,,
2848,3007,611,2011-08-01 13:31:00,23,2011-08-01 13:41:00,36,B00281,Registered,'02143,1985.0,Male
2849,3008,729,2011-08-01 13:35:00,42,2011-08-01 13:47:00,16,B00235,Casual,,,
2850,3009,1100,2011-08-01 13:34:00,20,2011-08-01 13:53:00,42,B00585,Registered,'01915,1963.0,Male
2851,3010,632,2011-08-01 13:38:00,22,2011-08-01 13:48:00,49,B00487,Casual,,,
2852,3011,518,2011-08-01 13:39:00,22,2011-08-01 13:47:00,49,B00274,Casual,,,
2853,3012,1106,2011-08-01 13:40:00,14,2011-08-01 13:58:00,14,B00002,Casual,,,
2854,3013,1052,2011-08-01 13:40:00,14,2011-08-01 13:58:00,14,B00083,Casual,,,
2855,3015,348,2011-08-01 13:43:00,32,2011-08-01 13:49:00,10,B00035,Registered,'02127,1968.0,Male
2856,3016,726,2011-08-01 13:47:00,9,2011-08-01 13:59:00,9,B00385,Casual,,,
